name.title,name.first,name.last,gender,dob,location.street,location.city,location.state,location.postcode,email,phone
mrs,tonya,banks,female,1973-02-02 08:08:42,2027 mcgowen st,everett,pennsylvania,94388,tonya.banks@example.com,(836)-867-4855
ms,willie,caldwell,female,1951-04-01 05:32:53,1511 valwood pkwy,lousville,west virginia,81625,willie.caldwell@example.com,(092)-402-0825
mr,brett,walker,male,1982-06-04 09:30:50,3677 nowlin rd,arlington,alabama,10068,brett.walker@example.com,(806)-683-7135
miss,roberta,moore,female,1973-07-27 18:47:20,9627 adams st,torrance,mississippi,36725,roberta.moore@example.com,(356)-536-4452
mr,kurt,holt,male,1983-04-21 07:03:17,8388 e north st,victorville,washington,88055,kurt.holt@example.com,(066)-098-0294
mr,william,white,male,1963-07-25 21:21:15,1505 daisy dr,desoto,mississippi,62535,william.white@example.com,(677)-826-9991
ms,sherri,bishop,female,1972-12-26 15:03:33,2120 karen dr,alexandria,california,67654,sherri.bishop@example.com,(761)-451-8288
ms,edna,arnold,female,1971-11-21 20:49:48,1662 lakeview st,chula vista,virginia,84592,edna.arnold@example.com,(342)-850-1220
mr,frederick,stephens,male,1979-05-27 07:06:49,2885 mockingbird ln,utica,rhode island,95998,frederick.stephens@example.com,(380)-953-0012
ms,norma,gardner,female,1954-09-19 19:43:10,8280 mockingbird hill,princeton,new hampshire,83120,norma.gardner@example.com,(124)-631-2185
