name.title,name.first,name.last,gender,dob,location.street,location.city,location.state,location.postcode,email,phone
miss,laurie,alexander,female,1963-11-02 07:13:22,6092 e pecan st,yakima,vermont,45253,laurie.alexander@example.com,(234)-675-6672
mr,alfredo,sanders,male,1980-03-26 16:01:37,1859 timber wolf trail,amarillo,new mexico,56254,alfredo.sanders@example.com,(256)-268-8902
mr,bryan,weaver,male,1957-03-09 08:27:01,8528 central st,knoxville,alaska,90695,bryan.weaver@example.com,(137)-818-9534
mrs,marjorie,roberts,female,1987-10-28 01:19:17,6296 spring st,chandler,utah,24654,marjorie.roberts@example.com,(765)-675-2107
mr,levi,herrera,male,1969-08-15 07:27:14,5579 w 6th st,santa ana,georgia,38509,levi.herrera@example.com,(559)-043-9038
mr,warren,romero,male,1979-11-04 04:26:08,5676 groveland terrace,south bend,louisiana,85927,warren.romero@example.com,(305)-395-9329
mr,jonathan,thomas,male,1965-07-10 03:07:56,2031 w campbell ave,sacramento,utah,31332,jonathan.thomas@example.com,(967)-981-3731
ms,katrina,dean,female,1952-10-01 00:19:12,3353 hickory creek dr,mesquite,arizona,39077,katrina.dean@example.com,(761)-800-5278
miss,kathryn,tucker,female,1993-12-04 04:16:13,5106 pockrus page rd,el cajon,montana,48397,kathryn.tucker@example.com,(841)-359-5631
ms,misty,graham,female,1970-09-14 12:07:27,8104 e sandy lake rd,anna,virginia,68762,misty.graham@example.com,(549)-107-9612
