name.title,name.first,name.last,gender,dob,location.street,location.city,location.state,location.postcode,email,phone
ms,leona,lane,female,1978-05-22 04:50:03,5037 hickory creek dr,santa ana,utah,26399,leona.lane@example.com,(123)-761-7950
mr,brian,ramirez,male,1958-01-16 02:15:32,3987 pockrus page rd,lousville,montana,12144,brian.ramirez@example.com,(240)-714-3012
mr,anthony,hopkins,male,1948-12-27 21:18:55,6473 ash dr,provo,california,65601,anthony.hopkins@example.com,(447)-368-3972
ms,becky,snyder,female,1974-01-15 11:27:43,4015 hamilton ave,fort collins,michigan,87409,becky.snyder@example.com,(208)-321-9186
mr,ritthy,rogers,male,1976-01-17 11:14:45,7189 cherry st,oxnard,north dakota,79268,ritthy.rogers@example.com,(244)-538-8545
ms,diane,reed,female,1974-05-08 02:07:21,5477 homestead rd,fountain valley,missouri,34308,diane.reed@example.com,(425)-741-3371
ms,laurie,steeves ,female,1968-11-19 16:14:52,2390 ash dr,roseburg,oregon,66587,laurie.steeves@example.com,(924)-045-7368
mr,reginald,hopkins,male,1987-09-26 10:18:47,2152 lakeshore rd,garden grove,arkansas,22142,reginald.hopkins@example.com,(106)-855-0628
mr,eduardo,butler,male,1983-07-07 01:57:32,1651 dogwood ave,durham,mississippi,97251,eduardo.butler@example.com,(731)-009-2047
mrs,kay,bradley,female,1950-12-30 19:58:46,5394 poplar dr,olathe,alaska,90085,kay.bradley@example.com,(128)-653-8981
