name.title,name.first,name.last,gender,dob,location.street,location.city,location.state,location.postcode,email,phone
ms,brooklyn,hale,female,1987-10-11 09:45:27,6040 hogan st,rockford,nebraska,56338,brooklyn.hale@example.com,(913)-686-4798
mrs,evelyn,kuhn,female,1992-02-21 03:05:05,8129 white oak dr,thornton,west virginia,59423,evelyn.kuhn@example.com,(501)-859-6206
mr,stephen,torres,male,1948-08-10 12:00:25,7572 lakeshore rd,pompano beach,oregon,93184,stephen.torres@example.com,(321)-616-1089
mrs,alma,ford,female,1950-03-17 02:22:38,3504 robinson rd,lansing,connecticut,80876,alma.ford@example.com,(200)-949-5969
mr,ivan,ross,male,1946-02-08 11:34:56,5033 photinia ave,fort worth,kansas,99602,ivan.ross@example.com,(120)-809-9596
miss,vivan,cunningham,female,1964-06-23 03:12:11,3065 valwood pkwy,los angeles,new jersey,11663,vivan.cunningham@example.com,(994)-991-2799
mr,calvin,gutierrez,male,1964-08-18 10:43:42,9393 mockingbird ln,belen,alabama,54519,calvin.gutierrez@example.com,(900)-680-5420
mrs,samantha,jacobs,female,1971-06-14 07:18:03,2057 woodland st,olathe,south dakota,74816,samantha.jacobs@example.com,(393)-315-0134
mr,leo,mckinney,male,1953-09-18 10:09:00,6191 college st,lexington,indiana,73393,leo.mckinney@example.com,(248)-545-3040
mr,julian,crawford,male,1969-12-11 11:48:25,3717 fincher rd,salem,oklahoma,95675,julian.crawford@example.com,(215)-031-3057
