name.title,name.first,name.last,gender,dob,location.street,location.city,location.state,location.postcode,email,phone
miss,amy,sims,female,1945-02-08 04:30:12,9460 ash dr,cape fear,south dakota,31185,amy.sims@example.com,(417)-943-3965
mrs,ashley,watkins,female,1949-05-16 22:57:09,5672 hogan st,richmond,alaska,45924,ashley.watkins@example.com,(770)-046-2096
mr,ken,nelson,male,1951-03-05 11:06:16,1070 bollinger rd,elgin,iowa,78092,ken.nelson@example.com,(493)-129-9577
miss,hazel,soto,female,1990-12-27 22:42:18,7299 pecan acres ln,antioch,alabama,41953,hazel.soto@example.com,(779)-315-2101
mr,jessie,roberts,male,1946-08-26 12:23:07,1735 walnut hill ln,rio rancho,new hampshire,83506,jessie.roberts@example.com,(552)-019-7362
ms,joan,george,female,1989-09-09 06:25:44,5970 washington ave,ontario,new jersey,15588,joan.george@example.com,(463)-978-4955
ms,charlotte,hanson,female,1944-10-29 16:58:40,1446 homestead rd,shreveport,new york,44057,charlotte.hanson@example.com,(076)-973-4151
mr,philip,gibson,male,1974-12-26 10:41:08,3175 w 6th st,hartford,washington,85827,philip.gibson@example.com,(169)-674-6683
miss,rita,welch,female,1992-06-29 08:39:48,2062 pecan acres ln,ironville,maryland,77556,rita.welch@example.com,(864)-586-9168
mr,jonathan,thomas,male,1965-07-10 03:07:56,2031 w campbell ave,sacramento,utah,31332,jonathan.thomas@example.com,(967)-981-3731
