name.title,name.first,name.last,gender,dob,location.street,location.city,location.state,location.postcode,email,phone
mr,arron,mcdonalid,male,1985-06-17 13:10:39,8306 w sherman dr,mckinney,alaska,82871,arron.mcdonalid@example.com,(933)-003-4477
miss,colleen,perez,female,1966-03-21 14:49:51,8663 washington ave,garden grove,oklahoma,73134,colleen.perez@example.com,(279)-647-8817
ms,dora,rodriguez,female,1988-01-02 05:50:14,5081 lakeview st,los lunas,nevada,26558,dora.rodriguez@example.com,(879)-034-2041
mr,kirk,hayes,male,1994-09-08 15:37:23,3611 mockingbird hill,oklahoma city,arkansas,52990,kirk.hayes@example.com,(957)-554-2231
mr,arron,murray,male,1962-03-23 07:34:51,7010 cherry st,port st. lucie,wisconsin,84055,arron.murray@example.com,(479)-431-3188
mr,mason,austin,male,1974-06-07 22:22:30,9312 e little york rd,davenport,minnesota,16647,mason.austin@example.com,(330)-367-5590
mrs,ella,woods,female,1959-11-20 12:16:07,7062 central st,sacramento,nevada,45231,ella.woods@example.com,(531)-049-5239
ms,sarah,mcdonalid,female,1985-08-23 18:09:04,9510 shady ln dr,louisville,iowa,50492,sarah.mcdonalid@example.com,(224)-486-6496
miss,alexa,fisher,female,1967-09-29 19:53:36,9665 plum st,visalia,kentucky,60145,alexa.fisher@example.com,(832)-600-4811
mr,salvador,henderson,male,1978-08-18 04:08:55,4666 crockett st,sioux falls,west virginia,37306,salvador.henderson@example.com,(205)-652-9221
