name.title,name.first,name.last,gender,dob,location.street,location.city,location.state,location.postcode,email,phone
mrs,sally,romero,female,1969-04-12 08:26:31,3450 marsh ln,woodbridge,pennsylvania,44389,sally.romero@example.com,(623)-002-2634
mr,calvin,gutierrez,male,1964-08-18 10:43:42,9393 mockingbird ln,belen,alabama,54519,calvin.gutierrez@example.com,(900)-680-5420
mr,luis,fox,male,1975-05-25 06:51:56,6108 elgin st,oxnard,tennessee,54949,luis.fox@example.com,(183)-940-7691
mrs,lori,harvey,female,1945-02-18 08:50:23,4628 lakeview st,davenport,south carolina,55217,lori.harvey@example.com,(111)-179-8274
mr,dwight,jimenez,male,1966-08-26 18:21:00,5121 wycliff ave,durham,tennessee,40465,dwight.jimenez@example.com,(468)-676-7693
mr,mitchell,moore,male,1990-01-06 20:38:29,1866 e sandy lake rd,wichita falls,indiana,23994,mitchell.moore@example.com,(181)-668-9444
miss,aubrey,cole,female,1994-10-29 15:44:42,6643 smokey ln,toledo,south dakota,64937,aubrey.cole@example.com,(182)-523-3019
mr,barry,ward,male,1990-12-08 21:13:06,7609 lakeview st,austin,illinois,27991,barry.ward@example.com,(666)-905-5146
miss,ida,reid,female,1947-04-16 19:13:49,8536 hickory creek dr,stockton,nevada,49854,ida.reid@example.com,(553)-093-4194
miss,candice,turner,female,1969-01-07 01:12:27,6276 washington ave,vernon,wisconsin,27676,candice.turner@example.com,(138)-427-9557
