name.title,name.first,name.last,gender,dob,location.street,location.city,location.state,location.postcode,email,phone
mrs,patsy,warren,female,1981-03-03 19:12:02,5423 valwood pkwy,garden grove,new hampshire,41127,patsy.warren@example.com,(757)-458-9775
mr,mark,knight,male,1956-12-13 17:19:02,7116 poplar dr,santa clara,pennsylvania,47874,mark.knight@example.com,(994)-212-2510
mr,justin,porter,male,1950-03-31 09:26:56,6880 preston rd,garland,nebraska,44451,justin.porter@example.com,(113)-568-2097
mr,julio,palmer,male,1981-02-02 21:47:44,6422 woodland st,wichita,connecticut,81017,julio.palmer@example.com,(633)-147-5061
miss,lynn,edwards,female,1989-06-24 09:11:54,6250 adams st,allen,massachusetts,64509,lynn.edwards@example.com,(021)-393-6828
mr,greg,johnston,male,1994-03-29 19:01:50,8822 mockingbird ln,aurora,west virginia,83205,greg.johnston@example.com,(534)-844-2275
miss,june,rice,female,1984-01-17 00:16:48,7297 w belt line rd,baltimore,oregon,55751,june.rice@example.com,(009)-302-1587
miss,martha,cooper,female,1991-04-07 16:07:32,3637 nowlin rd,ennis,texas,94853,martha.cooper@example.com,(511)-229-4566
ms,irene,campbell,female,1957-03-26 16:29:14,6856 samaritan dr,cedar rapids,arizona,98940,irene.campbell@example.com,(947)-654-6558
mr,morris,roberts,male,1951-10-10 10:52:14,9400 e north st,raleigh,arizona,57698,morris.roberts@example.com,(378)-215-7727
