name.title,name.first,name.last,gender,dob,location.street,location.city,location.state,location.postcode,email,phone
miss,sophia,kuhn,female,1954-09-28 05:00:47,4769 spring st,santa clarita,new mexico,79808,sophia.kuhn@example.com,(807)-969-3063
mr,jorge,rice,male,1981-07-21 00:46:30,4184 spring st,fairfield,indiana,54021,jorge.rice@example.com,(304)-185-0577
mrs,felicia,wheeler,female,1947-06-22 15:57:33,2605 northaven rd,altoona,ohio,20191,felicia.wheeler@example.com,(566)-977-0237
ms,lydia,steward,female,1946-05-24 10:21:10,6962 woodland st,saginaw,hawaii,59166,lydia.steward@example.com,(978)-897-7914
mr,lawrence,carlson,male,1962-06-16 20:09:28,6135 w belt line rd,anaheim,mississippi,27224,lawrence.carlson@example.com,(263)-323-6899
miss,suzanne,riley,female,1983-12-10 16:17:48,9858 w gray st,fountain valley,north carolina,60017,suzanne.riley@example.com,(937)-629-1688
ms,colleen,prescott,female,1963-08-26 03:56:27,7705 oak lawn ave,centennial,maine,97184,colleen.prescott@example.com,(332)-324-2072
mrs,dora,douglas,female,1994-03-03 07:09:23,9982 groveland terrace,murrieta,new jersey,88731,dora.douglas@example.com,(748)-665-5843
mr,dylan,wilson,male,1987-12-15 21:30:11,9939 samaritan dr,westminster,oregon,43590,dylan.wilson@example.com,(328)-352-1819
mr,bruce,gregory,male,1948-01-11 12:48:26,3143 country club rd,cambridge,illinois,73403,bruce.gregory@example.com,(724)-412-4966
