name.title,name.first,name.last,gender,dob,location.street,location.city,location.state,location.postcode,email,phone
ms,shelly,moreno,female,1972-03-10 19:25:11,9438 w campbell ave,davenport,iowa,45127,shelly.moreno@example.com,(173)-894-6698
mr,morris,jones,male,1983-09-21 05:19:24,2916 marsh ln,ontario,indiana,13435,morris.jones@example.com,(554)-860-9282
mr,ramon,armstrong,male,1987-09-19 17:02:12,9800 e center st,york,california,81965,ramon.armstrong@example.com,(369)-761-9553
mr,martin,oliver,male,1962-01-11 11:55:43,5720 valwood pkwy,everett,massachusetts,54669,martin.oliver@example.com,(177)-193-0902
ms,bernice,jenkins,female,1987-08-01 14:12:36,9880 pockrus page rd,clearwater,idaho,47884,bernice.jenkins@example.com,(915)-928-3992
miss,loretta,johnston,female,1979-12-14 23:40:41,2054 w dallas st,tucson,rhode island,34608,loretta.johnston@example.com,(032)-831-0900
mrs,valerie,byrd,female,1954-04-28 11:24:03,1259 w pecan st,lewisville,minnesota,86513,valerie.byrd@example.com,(278)-347-6476
mr,roland,boyd,male,1993-08-29 05:52:08,7812 w 6th st,norman,louisiana,25287,roland.boyd@example.com,(468)-504-2956
mr,javier,bishop,male,1988-06-15 04:35:37,5588 poplar dr,miramar,alaska,50424,javier.bishop@example.com,(734)-628-5206
ms,vicki,gregory,female,1958-10-30 21:59:19,7910 shady ln dr,modesto,delaware,28883,vicki.gregory@example.com,(989)-917-2311
