name.title,name.first,name.last,gender,dob,location.street,location.city,location.state,location.postcode,email,phone
mr,pedro,neal,male,1980-12-01 16:27:29,8199 nowlin rd,forney,texas,90352,pedro.neal@example.com,(488)-576-5310
mr,gregory,walker,male,1973-01-06 00:12:20,3063 crockett st,carlsbad,oregon,80845,gregory.walker@example.com,(675)-231-5406
ms,dora,harris,female,1964-10-31 07:08:27,7447 thornridge cir,chandler,wyoming,63997,dora.harris@example.com,(030)-263-7941
mr,raymond,peterson,male,1973-01-05 23:15:49,3341 royal ln,irvine,texas,53482,raymond.peterson@example.com,(228)-406-3852
mr,brayden,roberts,male,1992-12-03 06:55:35,7113 bruce st,sterling heights,kansas,89498,brayden.roberts@example.com,(131)-424-6104
mr,jimmie,evans,male,1955-10-27 02:34:06,1566 hogan st,miami gardens,delaware,84135,jimmie.evans@example.com,(878)-228-8725
miss,lucy,thomas,female,1980-06-27 01:54:39,9431 shady ln dr,bueblo,wyoming,18943,lucy.thomas@example.com,(576)-206-8160
mr,bruce,gregory,male,1948-01-11 12:48:26,3143 country club rd,cambridge,illinois,73403,bruce.gregory@example.com,(724)-412-4966
mr,gene,alvarez,male,1969-05-22 05:45:43,7702 mockingbird hill,little rock,wisconsin,40355,gene.alvarez@example.com,(751)-705-3470
mr,luke,nguyen,male,1987-09-19 20:16:02,2366 rolling green rd,wichita,maine,49876,luke.nguyen@example.com,(044)-793-8705
