name.title,name.first,name.last,gender,dob,location.street,location.city,location.state,location.postcode,email,phone
ms,terri,black,female,1992-04-28 01:08:36,7156 e pecan st,athens,missouri,51854,terri.black@example.com,(257)-612-2766
mr,tristan,burns,male,1965-12-04 00:30:39,8334 lakeview st,hampton,nebraska,66286,tristan.burns@example.com,(642)-886-7850
mr,kenneth,harper,male,1977-08-05 00:45:43,7065 dane st,carrollton,kansas,98361,kenneth.harper@example.com,(853)-488-3204
mrs,marsha,ramos,female,1963-06-08 00:23:05,2428 valley view ln,lousville,delaware,13088,marsha.ramos@example.com,(762)-008-5170
mr,zack,black,male,1945-12-09 07:27:44,5065 walnut hill ln,rockford,delaware,10087,zack.black@example.com,(193)-877-8506
mr,larry,silva,male,1987-11-10 09:22:36,1723 prospect rd,ventura,utah,53099,larry.silva@example.com,(989)-448-7561
mr,francisco,simmons,male,1962-02-14 04:10:30,6505 spring st,erie,pennsylvania,35400,francisco.simmons@example.com,(020)-173-9566
mrs,sharlene,frazier,female,1957-09-23 03:39:27,9624 walnut hill ln,jersey city,florida,94749,sharlene.frazier@example.com,(144)-759-2107
mr,chris,lewis,male,1952-08-02 16:42:37,7705 adams st,north las vegas,connecticut,15076,chris.lewis@example.com,(656)-238-1509
mr,dwayne,phillips,male,1965-05-21 00:58:11,1818 n stelling rd,bakersfield,missouri,46857,dwayne.phillips@example.com,(241)-727-0677
