name.title,name.first,name.last,gender,dob,location.street,location.city,location.state,location.postcode,email,phone
miss,elizabeth,ford,female,1992-10-31 10:07:43,4817 photinia ave,fayetteville,nebraska,29959,elizabeth.ford@example.com,(010)-072-7404
miss,ethel,davidson,female,1976-02-18 11:23:27,3829 smokey ln,bozeman,michigan,21179,ethel.davidson@example.com,(669)-814-8346
miss,renee,lucas,female,1961-02-11 21:53:21,4380 forest ln,boise,minnesota,68942,renee.lucas@example.com,(298)-390-3225
miss,jessica,berry,female,1973-02-18 09:27:24,5929 preston rd,fort collins,maine,35285,jessica.berry@example.com,(056)-011-0013
mr,jeff,williams,male,1954-05-04 04:28:04,1258 dogwood ave,buffalo,new hampshire,21598,jeff.williams@example.com,(262)-119-5991
mr,jerome,cruz,male,1993-01-10 06:16:54,2817 woodland st,oakland,oregon,34926,jerome.cruz@example.com,(906)-478-2701
mr,herman,watkins,male,1988-12-17 19:37:44,6483 wheeler ridge dr,sunnyvale,minnesota,49782,herman.watkins@example.com,(304)-398-7027
ms,lucy,armstrong,female,1970-05-06 16:59:34,9858 lovers ln,arvada,indiana,58163,lucy.armstrong@example.com,(949)-800-6455
mrs,cindy,garza,female,1966-04-07 20:32:53,3827 rolling green rd,dallas,georgia,57936,cindy.garza@example.com,(451)-442-4838
ms,stacy,nelson,female,1958-04-07 23:17:04,7399 college st,el cajon,colorado,11210,stacy.nelson@example.com,(682)-893-2088
